instance_family,instance_type,region,os,price_per_hour,vcpu,ram_gb,ladder_rank
c7i,c7i.12xlarge,eu-central-1,RHEL,2.9628,48,96.0,12
c7i,c7i.12xlarge,eu-central-1,SUSE,2.5694,48,96.0,12
c7i,c7i.12xlarge,eu-central-1,Windows,4.6524,48,96.0,12
c7i,c7i.12xlarge,eu-north-1,Linux,2.2932,48,96.0,12
c7i,c7i.12xlarge,eu-north-1,RHEL,2.8116,48,96.0,12
c7i,c7i.12xlarge,eu-north-1,SUSE,2.4182,48,96.0,12
c7i,c7i.12xlarge,eu-north-1,Windows,4.5012,48,96.0,12
c7i,c7i.12xlarge,eu-west-1,Linux,2.29824,48,96.0,12
c7i,c7i.12xlarge,eu-west-1,RHEL,2.81664,48,96.0,12
c7i,c7i.12xlarge,eu-west-1,SUSE,2.42324,48,96.0,12
c7i,c7i.12xlarge,eu-west-1,Windows,4.50624,48,96.0,12
c7i,c7i.12xlarge,eu-west-2,Linux,2.5452,48,96.0,12
c7i,c7i.12xlarge,eu-west-2,RHEL,3.0636,48,96.0,12
c7i,c7i.12xlarge,eu-west-2,SUSE,2.6702,48,96.0,12
c7i,c7i.12xlarge,eu-west-2,Windows,4.7532,48,96.0,12
c7i,c7i.12xlarge,eu-west-3,Linux,2.5452,48,96.0,12
c7i,c7i.12xlarge,eu-west-3,RHEL,3.0636,48,96.0,12
c7i,c7i.12xlarge,eu-west-3,SUSE,2.6702,48,96.0,12
c7i,c7i.12xlarge,eu-west-3,Windows,4.7532,48,96.0,12
c7i,c7i.12xlarge,me-central-1,Linux,2.574,48,96.0,12
c7i,c7i.12xlarge,me-central-1,RHEL,3.0924,48,96.0,12
c7i,c7i.12xlarge,me-central-1,SUSE,2.699,48,96.0,12
c7i,c7i.12xlarge,me-central-1,Windows,4.782,48,96.0,12
c7i,c7i.12xlarge,mx-central-1,Linux,2.24904,48,96.0,12
c7i,c7i.12xlarge,mx-central-1,RHEL,2.76744,48,96.0,12
c7i,c7i.12xlarge,mx-central-1,SUSE,2.37404,48,96.0,12
c7i,c7i.12xlarge,mx-central-1,Windows,4.45704,48,96.0,12
c7i,c7i.12xlarge,sa-east-1,Linux,3.3012,48,96.0,12
c7i,c7i.12xlarge,sa-east-1,RHEL,3.8196,48,96.0,12
c7i,c7i.12xlarge,sa-east-1,SUSE,3.4262,48,96.0,12
c7i,c7i.12xlarge,sa-east-1,Windows,5.5092,48,96.0,12
c7i,c7i.12xlarge,us-east-1,Linux,2.142,48,96.0,12
c7i,c7i.12xlarge,us-east-1,RHEL,2.6604,48,96.0,12
c7i,c7i.12xlarge,us-east-1,SUSE,2.267,48,96.0,12
c7i,c7i.12xlarge,us-east-1,Windows,4.35,48,96.0,12
c7i,c7i.12xlarge,us-east-2,Linux,2.142,48,96.0,12
c7i,c7i.12xlarge,us-east-2,RHEL,2.6604,48,96.0,12
c7i,c7i.12xlarge,us-east-2,SUSE,2.267,48,96.0,12
c7i,c7i.12xlarge,us-east-2,Windows,4.35,48,96.0,12
c7i,c7i.12xlarge,us-west-1,Linux,2.6712,48,96.0,12
c7i,c7i.12xlarge,us-west-1,RHEL,3.1896,48,96.0,12
c7i,c7i.12xlarge,us-west-1,SUSE,2.7962,48,96.0,12
c7i,c7i.12xlarge,us-west-1,Windows,4.8792,48,96.0,12
c7i,c7i.12xlarge,us-west-2,Linux,2.142,48,96.0,12
c7i,c7i.12xlarge,us-west-2,RHEL,2.6604,48,96.0,12
c7i,c7i.12xlarge,us-west-2,SUSE,2.267,48,96.0,12
c7i,c7i.12xlarge,us-west-2,Windows,4.35,48,96.0,12
c7i,c7i-flex.16xlarge,af-south-1,Linux,3.63872,64,128.0,13
c7i,c7i-flex.16xlarge,af-south-1,RHEL,4.32992,64,128.0,13
c7i,c7i-flex.16xlarge,af-south-1,SUSE,3.76372,64,128.0,13
c7i,c7i-flex.16xlarge,af-south-1,Windows,6.43552,64,128.0,13
c7i,c7i-flex.16xlarge,ap-northeast-2,Linux,3.06432,64,128.0,13
c7i,c7i-flex.16xlarge,ap-northeast-2,RHEL,3.75552,64,128.0,13
c7i,c7i-flex.16xlarge,ap-northeast-2,SUSE,3.18932,64,128.0,13
c7i,c7i-flex.16xlarge,ap-northeast-2,Windows,6.00832,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-1,Linux,3.12882,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-1,RHEL,3.82002,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-1,SUSE,3.25382,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-1,Windows,6.07282,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-2,Linux,3.54312,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-2,RHEL,4.23432,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-2,SUSE,3.66812,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-2,Windows,6.48712,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-5,Linux,2.65909,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-5,RHEL,3.35029,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-5,SUSE,2.78409,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-5,Windows,5.60309,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-7,Linux,2.65909,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-7,RHEL,3.35029,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-7,SUSE,2.78409,64,128.0,13
c7i,c7i-flex.16xlarge,ap-southeast-7,Windows,5.60309,64,128.0,13
c7i,c7i-flex.16xlarge,ca-central-1,Linux,2.96856,64,128.0,13
c7i,c7i-flex.16xlarge,ca-central-1,RHEL,3.65976,64,128.0,13
c7i,c7i-flex.16xlarge,ca-central-1,SUSE,3.09356,64,128.0,13
c7i,c7i-flex.16xlarge,ca-central-1,Windows,5.91256,64,128.0,13
c7i,c7i-flex.16xlarge,eu-central-1,Linux,3.09624,64,128.0,13
c7i,c7i-flex.16xlarge,eu-central-1,RHEL,3.78744,64,128.0,13
c7i,c7i-flex.16xlarge,eu-central-1,SUSE,3.22124,64,128.0,13
c7i,c7i-flex.16xlarge,eu-central-1,Windows,6.04024,64,128.0,13
c7i,c7i-flex.16xlarge,eu-north-1,Linux,2.90472,64,128.0,13
c7i,c7i-flex.16xlarge,eu-north-1,RHEL,3.59592,64,128.0,13
c7i,c7i-flex.16xlarge,eu-north-1,SUSE,3.02972,64,128.0,13
c7i,c7i-flex.16xlarge,eu-north-1,Windows,5.84872,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-1,Linux,2.9111,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-1,RHEL,3.6023,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-1,SUSE,3.0361,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-1,Windows,5.8551,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-2,Linux,3.22392,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-2,RHEL,3.91512,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-2,SUSE,3.34892,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-2,Windows,6.16792,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-3,Linux,3.22392,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-3,RHEL,3.91512,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-3,SUSE,3.34892,64,128.0,13
c7i,c7i-flex.16xlarge,eu-west-3,Windows,6.16792,64,128.0,13
c7i,c7i-flex.16xlarge,me-central-1,Linux,3.26048,64,128.0,13
c7i,c7i-flex.16xlarge,me-central-1,RHEL,3.95168,64,128.0,13
c7i,c7i-flex.16xlarge,me-central-1,SUSE,3.38548,64,128.0,13
c7i,c7i-flex.16xlarge,me-central-1,Windows,6.05728,64,128.0,13
c7i,c7i-flex.16xlarge,mx-central-1,Linux,2.84878,64,128.0,13
c7i,c7i-flex.16xlarge,mx-central-1,RHEL,3.53998,64,128.0,13
c7i,c7i-flex.16xlarge,mx-central-1,SUSE,2.97378,64,128.0,13
c7i,c7i-flex.16xlarge,mx-central-1,Windows,5.79278,64,128.0,13
c7i,c7i-flex.16xlarge,sa-east-1,Linux,4.18152,64,128.0,13
c7i,c7i-flex.16xlarge,sa-east-1,RHEL,4.87272,64,128.0,13
c7i,c7i-flex.16xlarge,sa-east-1,SUSE,4.30652,64,128.0,13
c7i,c7i-flex.16xlarge,sa-east-1,Windows,7.12552,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-1,Linux,2.7132,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-1,RHEL,3.4044,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-1,SUSE,2.8382,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-1,Windows,5.6572,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-2,Linux,2.7132,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-2,RHEL,3.4044,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-2,SUSE,2.8382,64,128.0,13
c7i,c7i-flex.16xlarge,us-east-2,Windows,5.6572,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-1,Linux,3.38352,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-1,RHEL,4.07472,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-1,SUSE,3.50852,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-1,Windows,6.32752,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-2,Linux,2.7132,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-2,RHEL,3.4044,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-2,SUSE,2.8382,64,128.0,13
c7i,c7i-flex.16xlarge,us-west-2,Windows,5.6572,64,128.0,13
c7i,c7i.16xlarge,af-south-1,Linux,3.8304,64,128.0,14
c7i,c7i.16xlarge,af-south-1,RHEL,4.5216,64,128.0,14
c7i,c7i.16xlarge,af-south-1,SUSE,3.9554,64,128.0,14
c7i,c7i.16xlarge,af-south-1,Windows,6.7744,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-2,Linux,3.2256,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-2,RHEL,3.9168,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-2,SUSE,3.3506,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-2,Windows,6.1696,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-3,Linux,3.5952,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-3,RHEL,4.2864,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-3,SUSE,3.7202,64,128.0,14
c7i,c7i.16xlarge,ap-northeast-3,Windows,6.5392,64,128.0,14
c7i,c7i.16xlarge,ap-south-2,Linux,2.856,64,128.0,14
c7i,c7i.16xlarge,ap-south-2,RHEL,3.5472,64,128.0,14
c7i,c7i.16xlarge,ap-south-2,SUSE,2.981,64,128.0,14
c7i,c7i.16xlarge,ap-south-2,Windows,5.8,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-1,Linux,3.2928,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-1,RHEL,3.984,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-1,SUSE,3.4178,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-1,Windows,6.2368,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-2,Linux,3.7296,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-2,RHEL,4.4208,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-2,SUSE,3.8546,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-2,Windows,6.6736,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-4,Linux,3.7296,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-4,RHEL,4.4208,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-4,SUSE,3.8546,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-4,Windows,6.6736,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-5,Linux,2.79904,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-5,RHEL,3.49024,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-5,SUSE,2.92404,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-5,Windows,5.74304,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-7,Linux,2.79904,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-7,RHEL,3.49024,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-7,SUSE,2.92404,64,128.0,14
c7i,c7i.16xlarge,ap-southeast-7,Windows,5.74304,64,128.0,14
c7i,c7i.16xlarge,ca-central-1,Linux,3.1248,64,128.0,14
c7i,c7i.16xlarge,ca-central-1,RHEL,3.816,64,128.0,14
c7i,c7i.16xlarge,ca-central-1,SUSE,3.2498,64,128.0,14
c7i,c7i.16xlarge,ca-central-1,Windows,6.0688,64,128.0,14
c7i,c7i.16xlarge,eu-central-1,Linux,3.2592,64,128.0,14
c7i,c7i.16xlarge,eu-central-1,RHEL,3.9504,64,128.0,14
c7i,c7i.16xlarge,eu-central-1,SUSE,3.3842,64,128.0,14
c7i,c7i.16xlarge,eu-central-1,Windows,6.2032,64,128.0,14
c7i,c7i.16xlarge,eu-north-1,Linux,3.0576,64,128.0,14
c7i,c7i.16xlarge,eu-north-1,RHEL,3.7488,64,128.0,14
c7i,c7i.16xlarge,eu-north-1,SUSE,3.1826,64,128.0,14
c7i,c7i.16xlarge,eu-north-1,Windows,6.0016,64,128.0,14
c7i,c7i.16xlarge,eu-west-1,Linux,3.06432,64,128.0,14
c7i,c7i.16xlarge,eu-west-1,RHEL,3.75552,64,128.0,14
c7i,c7i.16xlarge,eu-west-1,SUSE,3.18932,64,128.0,14
c7i,c7i.16xlarge,eu-west-1,Windows,6.00832,64,128.0,14
c7i,c7i.16xlarge,eu-west-2,Linux,3.3936,64,128.0,14
c7i,c7i.16xlarge,eu-west-2,RHEL,4.0848,64,128.0,14
c7i,c7i.16xlarge,eu-west-2,SUSE,3.5186,64,128.0,14
c7i,c7i.16xlarge,eu-west-2,Windows,6.3376,64,128.0,14
c7i,c7i.16xlarge,eu-west-3,Linux,3.3936,64,128.0,14
c7i,c7i.16xlarge,eu-west-3,RHEL,4.0848,64,128.0,14
c7i,c7i.16xlarge,eu-west-3,SUSE,3.5186,64,128.0,14
c7i,c7i.16xlarge,eu-west-3,Windows,6.3376,64,128.0,14
c7i,c7i.16xlarge,me-central-1,Linux,3.432,64,128.0,14
c7i,c7i.16xlarge,me-central-1,RHEL,4.1232,64,128.0,14
c7i,c7i.16xlarge,me-central-1,SUSE,3.557,64,128.0,14
c7i,c7i.16xlarge,me-central-1,Windows,6.376,64,128.0,14
c7i,c7i.16xlarge,mx-central-1,Linux,2.99872,64,128.0,14
c7i,c7i.16xlarge,mx-central-1,RHEL,3.68992,64,128.0,14
c7i,c7i.16xlarge,mx-central-1,SUSE,3.12372,64,128.0,14
c7i,c7i.16xlarge,mx-central-1,Windows,5.94272,64,128.0,14
c7i,c7i.16xlarge,sa-east-1,Linux,4.4016,64,128.0,14
c7i,c7i.16xlarge,sa-east-1,RHEL,5.0928,64,128.0,14
c7i,c7i.16xlarge,sa-east-1,SUSE,4.5266,64,128.0,14
c7i,c7i.16xlarge,sa-east-1,Windows,7.3456,64,128.0,14
c7i,c7i.16xlarge,us-east-1,Linux,2.856,64,128.0,14
c7i,c7i.16xlarge,us-east-1,RHEL,3.5472,64,128.0,14
c7i,c7i.16xlarge,us-east-1,SUSE,2.981,64,128.0,14
c7i,c7i.16xlarge,us-east-1,Windows,5.8,64,128.0,14
c7i,c7i.16xlarge,us-east-2,Linux,2.856,64,128.0,14
c7i,c7i.16xlarge,us-east-2,RHEL,3.5472,64,128.0,14
c7i,c7i.16xlarge,us-east-2,SUSE,2.981,64,128.0,14
c7i,c7i.16xlarge,us-east-2,Windows,5.8,64,128.0,14
c7i,c7i.16xlarge,us-west-1,Linux,3.5616,64,128.0,14
c7i,c7i.16xlarge,us-west-1,RHEL,4.2528,64,128.0,14
c7i,c7i.16xlarge,us-west-1,SUSE,3.6866,64,128.0,14
c7i,c7i.16xlarge,us-west-1,Windows,6.5056,64,128.0,14
c7i,c7i.16xlarge,us-west-2,Linux,2.856,64,128.0,14
c7i,c7i.16xlarge,us-west-2,RHEL,3.5472,64,128.0,14
c7i,c7i.16xlarge,us-west-2,SUSE,2.981,64,128.0,14
c7i,c7i.16xlarge,us-west-2,Windows,5.8,64,128.0,14
c7i,c7i.24xlarge,af-south-1,Linux,5.7456,96,192.0,15
c7i,c7i.24xlarge,af-south-1,RHEL,6.7824,96,192.0,15
c7i,c7i.24xlarge,af-south-1,SUSE,5.8706,96,192.0,15
c7i,c7i.24xlarge,af-south-1,Windows,10.1616,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-2,Linux,4.8384,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-2,RHEL,5.8752,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-2,SUSE,4.9634,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-2,Windows,9.2544,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-3,Linux,5.3928,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-3,RHEL,6.4296,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-3,SUSE,5.5178,96,192.0,15
c7i,c7i.24xlarge,ap-northeast-3,Windows,9.8088,96,192.0,15
c7i,c7i.24xlarge,ap-south-2,Linux,4.284,96,192.0,15
c7i,c7i.24xlarge,ap-south-2,RHEL,5.3208,96,192.0,15
c7i,c7i.24xlarge,ap-south-2,SUSE,4.409,96,192.0,15
c7i,c7i.24xlarge,ap-south-2,Windows,8.7,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-1,Linux,4.9392,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-1,RHEL,5.976,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-1,SUSE,5.0642,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-1,Windows,9.3552,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-2,Linux,5.5944,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-2,RHEL,6.6312,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-2,SUSE,5.7194,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-2,Windows,10.0104,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-4,Linux,5.5944,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-4,RHEL,6.6312,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-4,SUSE,5.7194,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-4,Windows,10.0104,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-5,Linux,4.19856,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-5,RHEL,5.23536,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-5,SUSE,4.32356,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-5,Windows,8.61456,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-7,Linux,4.19856,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-7,RHEL,5.23536,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-7,SUSE,4.32356,96,192.0,15
c7i,c7i.24xlarge,ap-southeast-7,Windows,8.61456,96,192.0,15
c7i,c7i.24xlarge,ca-central-1,Linux,4.6872,96,192.0,15
c7i,c7i.24xlarge,ca-central-1,RHEL,5.724,96,192.0,15
c7i,c7i.24xlarge,ca-central-1,SUSE,4.8122,96,192.0,15
c7i,c7i.24xlarge,ca-central-1,Windows,9.1032,96,192.0,15
c7i,c7i.24xlarge,eu-central-1,Linux,4.8888,96,192.0,15
c7i,c7i.24xlarge,eu-central-1,RHEL,5.9256,96,192.0,15
c7i,c7i.24xlarge,eu-central-1,SUSE,5.0138,96,192.0,15
c7i,c7i.24xlarge,eu-central-1,Windows,9.3048,96,192.0,15
c7i,c7i.24xlarge,eu-north-1,Linux,4.5864,96,192.0,15
c7i,c7i.24xlarge,eu-north-1,RHEL,5.6232,96,192.0,15
c7i,c7i.24xlarge,eu-north-1,SUSE,4.7114,96,192.0,15
c7i,c7i.24xlarge,eu-north-1,Windows,9.0024,96,192.0,15
c7i,c7i.24xlarge,eu-west-1,Linux,4.59648,96,192.0,15
c7i,c7i.24xlarge,eu-west-1,RHEL,5.63328,96,192.0,15
c7i,c7i.24xlarge,eu-west-1,SUSE,4.72148,96,192.0,15
c7i,c7i.24xlarge,eu-west-1,Windows,9.01248,96,192.0,15
c7i,c7i.24xlarge,eu-west-2,Linux,5.0904,96,192.0,15
c7i,c7i.24xlarge,eu-west-2,RHEL,6.1272,96,192.0,15
c7i,c7i.24xlarge,eu-west-2,SUSE,5.2154,96,192.0,15
c7i,c7i.24xlarge,eu-west-2,Windows,9.5064,96,192.0,15
c7i,c7i.24xlarge,eu-west-3,Linux,5.0904,96,192.0,15
c7i,c7i.24xlarge,eu-west-3,RHEL,6.1272,96,192.0,15
c7i,c7i.24xlarge,eu-west-3,SUSE,5.2154,96,192.0,15
c7i,c7i.24xlarge,eu-west-3,Windows,9.5064,96,192.0,15
c7i,c7i.24xlarge,me-central-1,Linux,5.148,96,192.0,15
c7i,c7i.24xlarge,me-central-1,RHEL,6.1848,96,192.0,15
c7i,c7i.24xlarge,me-central-1,SUSE,5.273,96,192.0,15
c7i,c7i.24xlarge,me-central-1,Windows,9.564,96,192.0,15
c7i,c7i.24xlarge,mx-central-1,Linux,4.49808,96,192.0,15
c7i,c7i.24xlarge,mx-central-1,RHEL,5.53488,96,192.0,15
c7i,c7i.24xlarge,mx-central-1,SUSE,4.62308,96,192.0,15
c7i,c7i.24xlarge,mx-central-1,Windows,8.91408,96,192.0,15
c7i,c7i.24xlarge,sa-east-1,Linux,6.6024,96,192.0,15
c7i,c7i.24xlarge,sa-east-1,RHEL,7.6392,96,192.0,15
c7i,c7i.24xlarge,sa-east-1,SUSE,6.7274,96,192.0,15
c7i,c7i.24xlarge,sa-east-1,Windows,11.0184,96,192.0,15
c7i,c7i.24xlarge,us-east-1,Linux,4.284,96,192.0,15
c7i,c7i.24xlarge,us-east-1,RHEL,5.3208,96,192.0,15
c7i,c7i.24xlarge,us-east-1,SUSE,4.409,96,192.0,15
c7i,c7i.24xlarge,us-east-1,Windows,8.7,96,192.0,15
c7i,c7i.24xlarge,us-east-2,Linux,4.284,96,192.0,15
c7i,c7i.24xlarge,us-east-2,RHEL,5.3208,96,192.0,15
c7i,c7i.24xlarge,us-east-2,SUSE,4.409,96,192.0,15
c7i,c7i.24xlarge,us-east-2,Windows,8.7,96,192.0,15
c7i,c7i.24xlarge,us-west-1,Linux,5.3424,96,192.0,15
c7i,c7i.24xlarge,us-west-1,RHEL,6.3792,96,192.0,15
c7i,c7i.24xlarge,us-west-1,SUSE,5.4674,96,192.0,15
c7i,c7i.24xlarge,us-west-1,Windows,9.7584,96,192.0,15
c7i,c7i.24xlarge,us-west-2,Linux,4.284,96,192.0,15
c7i,c7i.24xlarge,us-west-2,RHEL,5.3208,96,192.0,15
c7i,c7i.24xlarge,us-west-2,SUSE,4.409,96,192.0,15
c7i,c7i.24xlarge,us-west-2,Windows,8.7,96,192.0,15
c7i,c7i.48xlarge,af-south-1,Linux,11.4912,192,384.0,16
c7i,c7i.48xlarge,af-south-1,RHEL,13.3344,192,384.0,16
c7i,c7i.48xlarge,af-south-1,SUSE,11.6162,192,384.0,16
c7i,c7i.48xlarge,af-south-1,Windows,20.3232,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-2,Linux,9.6768,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-2,RHEL,11.52,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-2,SUSE,9.8018,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-2,Windows,18.5088,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-3,Linux,10.7856,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-3,RHEL,12.6288,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-3,SUSE,10.9106,192,384.0,16
c7i,c7i.48xlarge,ap-northeast-3,Windows,19.6176,192,384.0,16
c7i,c7i.48xlarge,ap-south-2,Linux,8.568,192,384.0,16
c7i,c7i.48xlarge,ap-south-2,RHEL,10.4112,192,384.0,16
c7i,c7i.48xlarge,ap-south-2,SUSE,8.693,192,384.0,16
c7i,c7i.48xlarge,ap-south-2,Windows,17.4,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-1,Linux,9.8784,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-1,RHEL,11.7216,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-1,SUSE,10.0034,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-1,Windows,18.7104,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-2,Linux,11.1888,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-2,RHEL,13.032,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-2,SUSE,11.3138,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-2,Windows,20.0208,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-4,Linux,11.1888,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-4,RHEL,13.032,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-4,SUSE,11.3138,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-4,Windows,20.0208,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-5,Linux,8.39712,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-5,RHEL,10.24032,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-5,SUSE,8.52212,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-5,Windows,17.22912,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-7,Linux,8.39712,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-7,RHEL,10.24032,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-7,SUSE,8.52212,192,384.0,16
c7i,c7i.48xlarge,ap-southeast-7,Windows,17.22912,192,384.0,16
c7i,c7i.48xlarge,ca-central-1,Linux,9.3744,192,384.0,16
c7i,c7i.48xlarge,ca-central-1,RHEL,11.2176,192,384.0,16
c7i,c7i.48xlarge,ca-central-1,SUSE,9.4994,192,384.0,16
c7i,c7i.48xlarge,ca-central-1,Windows,18.2064,192,384.0,16
c7i,c7i.48xlarge,eu-central-1,Linux,9.7776,192,384.0,16
c7i,c7i.48xlarge,eu-central-1,RHEL,11.6208,192,384.0,16
c7i,c7i.48xlarge,eu-central-1,SUSE,9.9026,192,384.0,16
c7i,c7i.48xlarge,eu-central-1,Windows,18.6096,192,384.0,16
c7i,c7i.48xlarge,eu-north-1,Linux,9.1728,192,384.0,16
c7i,c7i.48xlarge,eu-north-1,RHEL,11.016,192,384.0,16
c7i,c7i.48xlarge,eu-north-1,SUSE,9.2978,192,384.0,16
c7i,c7i.48xlarge,eu-north-1,Windows,18.0048,192,384.0,16
c7i,c7i.48xlarge,eu-west-1,Linux,9.19296,192,384.0,16
c7i,c7i.48xlarge,eu-west-1,RHEL,11.03616,192,384.0,16
c7i,c7i.48xlarge,eu-west-1,SUSE,9.31796,192,384.0,16
c7i,c7i.48xlarge,eu-west-1,Windows,18.02496,192,384.0,16
c7i,c7i.48xlarge,eu-west-2,Linux,10.1808,192,384.0,16
c7i,c7i.48xlarge,eu-west-2,RHEL,12.024,192,384.0,16
c7i,c7i.48xlarge,eu-west-2,SUSE,10.3058,192,384.0,16
c7i,c7i.48xlarge,eu-west-2,Windows,19.0128,192,384.0,16
